ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.NumeroTelefone;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.OrdemPublicacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.IndicadorFax;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.CodigoBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeApelido;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.DataCriacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroMesa;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroLideranca;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.CodigoMandato;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.CodigoExercicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataLeitura
5895;863;Jorge Kajuru;Jorge Kajuru Reis da Costa Nasser;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895;;sen.jorgekajuru@senado.leg.br;33032844;1;Não;PSB;GO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5895;863;Jorge Kajuru;Jorge Kajuru Reis da Costa Nasser;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895;;sen.jorgekajuru@senado.leg.br;33032031;2;Não;PSB;GO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5895;863;Jorge Kajuru;Jorge Kajuru Reis da Costa Nasser;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895;;sen.jorgekajuru@senado.leg.br;;;;PSB;GO;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;533;GO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;533;GO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;533;GO;;;;;;;Titular;;;;1º Suplente;5896;Benjamin Beze Junior;;;;;;
;;;;;;;;;;;;;;;;;;;;;533;GO;;;;;;;Titular;;;;2º Suplente;5897;Milton Mercêz;;;;;;
;;;;;;;;;;;;;;;;;;;;;533;GO;;;;;;;Titular;;;;;;;2914;2019-02-01;;;;
6342;897;Jorge Seif;Jorge Seif Júnior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342;;sen.jorgeseif@senado.leg.br;33033784;1;Não;PL;SC;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6342;897;Jorge Seif;Jorge Seif Júnior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342;;sen.jorgeseif@senado.leg.br;33033807;2;Não;PL;SC;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6342;897;Jorge Seif;Jorge Seif Júnior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342;;sen.jorgeseif@senado.leg.br;;;;PL;SC;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;613;SC;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;613;SC;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;613;SC;;;;;;;Titular;;;;1º Suplente;6381;Hermes Klann;;;;;;
;;;;;;;;;;;;;;;;;;;;;613;SC;;;;;;;Titular;;;;2º Suplente;6382;Adrian da Blukit;;;;;;
;;;;;;;;;;;;;;;;;;;;;613;SC;;;;;;;Titular;;;;;;;3024;2023-02-01;;;;
6369;931;Jussara Lima;Antônia Jussara Gomes Alves Sousa Lima;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6369.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6369;;sen.jussaralima@senado.leg.br;33035800;1;Não;PSD;PI;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6369;931;Jussara Lima;Antônia Jussara Gomes Alves Sousa Lima;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6369.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6369;;sen.jussaralima@senado.leg.br;;;;PSD;PI;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;607;PI;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;607;PI;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;607;PI;;;;;;;1º Suplente;Titular;5016;Wellington Dias;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;607;PI;;;;;;;1º Suplente;;;;2º Suplente;5849;José Amauri;;;;;;
;;;;;;;;;;;;;;;;;;;;;607;PI;;;;;;;1º Suplente;;;;;;;3041;2023-02-06;;;;
4811;900;Laércio Oliveira;Laércio José de Oliveira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811;https://www.laerciooliveira.com.br/;sen.laerciooliveira@senado.leg.br;33031763;1;Não;PP;SE;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4811;900;Laércio Oliveira;Laércio José de Oliveira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811;https://www.laerciooliveira.com.br/;sen.laerciooliveira@senado.leg.br;33031764;2;Não;PP;SE;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4811;900;Laércio Oliveira;Laércio José de Oliveira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811;https://www.laerciooliveira.com.br/;sen.laerciooliveira@senado.leg.br;;;;PP;SE;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;614;SE;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;614;SE;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;614;SE;;;;;;;Titular;;;;1º Suplente;6383;Janier;;;;;;
;;;;;;;;;;;;;;;;;;;;;614;SE;;;;;;;Titular;;;;2º Suplente;6384;Fernando Carvalho;;;;;;
;;;;;;;;;;;;;;;;;;;;;614;SE;;;;;;;Titular;;;;;;;3025;2023-02-01;;;;
5979;853;Leila Barros;Leila Gomes de Barros Rêgo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979;https://www.leiladovolei.com.br/;sen.leilabarros@senado.leg.br;33036427;2;Não;PDT;DF;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5979;853;Leila Barros;Leila Gomes de Barros Rêgo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979;https://www.leiladovolei.com.br/;sen.leilabarros@senado.leg.br;;;;PDT;DF;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;558;DF;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;558;DF;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;558;DF;;;;;;;Titular;;;;1º Suplente;5977;Leany Lemos;;;;;;
;;;;;;;;;;;;;;;;;;;;;558;DF;;;;;;;Titular;;;;2º Suplente;5978;Ivonete Nascimento;;;;;;
;;;;;;;;;;;;;;;;;;;;;558;DF;;;;;;;Titular;;;;;;;2918;2019-02-01;;;;
5926;905;Lucas Barreto;Luiz Cantuária Barreto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926;;sen.lucasbarreto@senado.leg.br;33034851;1;Não;PSD;AP;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5926;905;Lucas Barreto;Luiz Cantuária Barreto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926;;sen.lucasbarreto@senado.leg.br;;;;PSD;AP;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;543;AP;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;543;AP;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;543;AP;;;;;;;Titular;;;;1º Suplente;5927;Paulo Albuquerque;;;;;;
;;;;;;;;;;;;;;;;;;;;;543;AP;;;;;;;Titular;;;;2º Suplente;5928;Patricia Costa;;;;;;
;;;;;;;;;;;;;;;;;;;;;543;AP;;;;;;;Titular;;;;;;;2955;2020-04-20;;;;
;;;;;;;;;;;;;;;;;;;;;543;AP;;;;;;;Titular;;;;;;;2921;2019-02-01;2019-12-16;LS;Licença saúde;2019-12-17
1186;860;Luis Carlos Heinze;Luis Carlos Heinze;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186;;sen.luiscarlosheinze@senado.leg.br;33034124;1;Não;PP;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
1186;860;Luis Carlos Heinze;Luis Carlos Heinze;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186;;sen.luiscarlosheinze@senado.leg.br;33034127;2;Não;PP;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
1186;860;Luis Carlos Heinze;Luis Carlos Heinze;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186;;sen.luiscarlosheinze@senado.leg.br;33034129;4;Não;PP;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
1186;860;Luis Carlos Heinze;Luis Carlos Heinze;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186;;sen.luiscarlosheinze@senado.leg.br;33034132;6;Não;PP;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
1186;860;Luis Carlos Heinze;Luis Carlos Heinze;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186;;sen.luiscarlosheinze@senado.leg.br;;;;PP;RS;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;574;RS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;574;RS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;574;RS;;;;;;;Titular;;;;1º Suplente;6015;Ireneu Orth;;;;;;
;;;;;;;;;;;;;;;;;;;;;574;RS;;;;;;;Titular;;;;2º Suplente;6016;Drica de Lucena;;;;;;
;;;;;;;;;;;;;;;;;;;;;574;RS;;;;;;;Titular;;;;;;;2919;2019-02-01;;;;
631;869;Magno Malta;Magno Pereira Malta;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/631;;sen.magnomalta@senado.leg.br;33036370;2;Não;PL;ES;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
631;869;Magno Malta;Magno Pereira Malta;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/631;;sen.magnomalta@senado.leg.br;;;;PL;ES;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;600;ES;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;600;ES;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;600;ES;;;;;;;Titular;;;;1º Suplente;6354;Marcinha Macedo;;;;;;
;;;;;;;;;;;;;;;;;;;;;600;ES;;;;;;;Titular;;;;2º Suplente;6355;Tenente Emerson;;;;;;
;;;;;;;;;;;;;;;;;;;;;600;ES;;;;;;;Titular;;;;;;;3011;2023-02-01;;;;
5376;847;Mara Gabrilli;Mara Cristina Gabrilli;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376;;sen.maragabrilli@senado.leg.br;33032191;1;Não;PSD;SP;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5376;847;Mara Gabrilli;Mara Cristina Gabrilli;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376;;sen.maragabrilli@senado.leg.br;33032775;3;Sim;PSD;SP;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5376;847;Mara Gabrilli;Mara Cristina Gabrilli;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376;;sen.maragabrilli@senado.leg.br;;;;PSD;SP;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;569;SP;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;569;SP;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;569;SP;;;;;;;Titular;;;;1º Suplente;3651;Alfredo Cotait Neto;;;;;;
;;;;;;;;;;;;;;;;;;;;;569;SP;;;;;;;Titular;;;;2º Suplente;6007;Ivani Boscolo;;;;;;
;;;;;;;;;;;;;;;;;;;;;569;SP;;;;;;;Titular;;;;;;;2922;2019-02-01;;;;
742;813;Marcelo Castro;Marcelo Costa e Castro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/742;;sen.marcelocastro@senado.leg.br;33034078;1;Não;MDB;PI;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
742;813;Marcelo Castro;Marcelo Costa e Castro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/742;;sen.marcelocastro@senado.leg.br;33036130;1;Não;MDB;PI;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
742;813;Marcelo Castro;Marcelo Costa e Castro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/742;;sen.marcelocastro@senado.leg.br;;;;MDB;PI;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;539;PI;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;539;PI;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;539;PI;;;;;;;Titular;;;;1º Suplente;5910;José Hamilton;;;;;;
;;;;;;;;;;;;;;;;;;;;;539;PI;;;;;;;Titular;;;;2º Suplente;5911;Rosário Bezerra;;;;;;
;;;;;;;;;;;;;;;;;;;;;539;PI;;;;;;;Titular;;;;;;;2923;2019-02-01;;;;
285;849;Marcio Bittar;Marcio Miguel Bittar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/285;;sen.marciobittar@senado.leg.br;33032115;1;Não;UNIÃO;AC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
285;849;Marcio Bittar;Marcio Miguel Bittar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/285;;sen.marciobittar@senado.leg.br;33032119;2;Não;UNIÃO;AC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
285;849;Marcio Bittar;Marcio Miguel Bittar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/285;;sen.marciobittar@senado.leg.br;33031652;3;Não;UNIÃO;AC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
285;849;Marcio Bittar;Marcio Miguel Bittar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/285;;sen.marciobittar@senado.leg.br;;;;UNIÃO;AC;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;536;AC;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;536;AC;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;536;AC;;;;;;;Titular;;;;1º Suplente;5902;Eduardo Velloso;;;;;;
;;;;;;;;;;;;;;;;;;;;;536;AC;;;;;;;Titular;;;;2º Suplente;5904;Macapá;;;;;;
;;;;;;;;;;;;;;;;;;;;;536;AC;;;;;;;Titular;;;;;;;2994;2022-10-15;;;;
;;;;;;;;;;;;;;;;;;;;;536;AC;;;;;;;Titular;;;;;;;2924;2019-02-01;2022-05-31;LCS;Licença com convocação de suplente (sup 120 dias);
5422;868;Marcos Rogério;Marcos Rogério da Silva Brito;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422;;sen.marcosrogerio@senado.leg.br;33036148;1;Não;PL;RO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5422;868;Marcos Rogério;Marcos Rogério da Silva Brito;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422;;sen.marcosrogerio@senado.leg.br;;;;PL;RO;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;576;RO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;576;RO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;576;RO;;;;;;;Titular;;;;1º Suplente;6021;Dr. Samuel Araújo;;;;;;
;;;;;;;;;;;;;;;;;;;;;576;RO;;;;;;;Titular;;;;2º Suplente;6022;Pastor Severino;;;;;;
;;;;;;;;;;;;;;;;;;;;;576;RO;;;;;;;Titular;;;;;;;3042;2023-06-12;;;;
;;;;;;;;;;;;;;;;;;;;;576;RO;;;;;;;Titular;;;;;;;2926;2019-02-01;2022-12-14;LCS;Licença com convocação de suplente (sup 120 dias);
5942;862;Marcos do Val;Marcos Ribeiro do Val;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942;;sen.marcosdoval@senado.leg.br;33036747;1;Não;PSDB;ES;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5942;862;Marcos do Val;Marcos Ribeiro do Val;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942;;sen.marcosdoval@senado.leg.br;33036753;3;Não;PSDB;ES;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5942;862;Marcos do Val;Marcos Ribeiro do Val;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942;;sen.marcosdoval@senado.leg.br;;;;PSDB;ES;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;547;ES;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;547;ES;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;547;ES;;;;;;;Titular;;;;1º Suplente;5944;Rosana Foerst;;;;;;
;;;;;;;;;;;;;;;;;;;;;547;ES;;;;;;;Titular;;;;2º Suplente;5945;Ronaldo Libardi;;;;;;
;;;;;;;;;;;;;;;;;;;;;547;ES;;;;;;;Titular;;;;;;;2925;2019-02-01;;;;
6304;910;Margareth Buzetti;Margareth Gettert Busetti;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304;;sen.margarethbuzetti@senado.leg.br;33036408;1;Não;PSD;MT;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6304;910;Margareth Buzetti;Margareth Gettert Busetti;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304;;sen.margarethbuzetti@senado.leg.br;;;;PSD;MT;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;592;MT;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;592;MT;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;592;MT;;;;;;;1º Suplente;Titular;6295;Carlos Fávaro;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;592;MT;;;;;;;1º Suplente;;;;2º Suplente;6305;José Esteves de Lacerda Filho;;;;;;
;;;;;;;;;;;;;;;;;;;;;592;MT;;;;;;;1º Suplente;;;;;;;3036;2023-02-02;;;;
;;;;;;;;;;;;;;;;;;;;;592;MT;;;;;;;1º Suplente;;;;;;;3007;2023-01-02;2023-01-31;RET;Retorno do titular;
